aabq	傲岸不羣
gdix	關東出相
gdiy	故地重遊\t肝膽楚越
gddt	古調單彈
gdet	感戴二天
gdgb	更待干罷
gdgg	孤獨鰥寡
gdgj	高低貴賤
gdgq	怪誕詭奇
gdgr	肝膽過人
gdgu	佹得佹失
gdgx	搞東搞西
gdhl	公道合理
gdhq	狗黨狐羣
gdhu	更待何時
gdhy	肝膽胡越
gdhz	該當何罪
gdjm	狗盜雞鳴
gdjq	綆短絕泉\t肝膽俱全
gdju	綆短汲深
gdjt	狗盜雞啼
gdjy	高等教育
gdkn	幹端坤倪
gdlg	桂殿蘭宮
gdmf	弓調馬服
gdmm	瓜瓞綿綿
gdng	共渡難關
gdpg	狗顛屁股
gdpk	割地賠款
gdpl	肝膽披瀝
gdqi	割肚牽腸
gdqf	高低起伏
gdqh	割地求和
gdqs	各得其所
gdqy	各得其宜
gdri	古道熱腸
gdsl	感動死了
gduq	狗盜鼠竊
gduu	躬蹈矢石
gdtd	肝膽塗地
gdvy	古典主義
gdvz	扛鼎之作
gdwl	功德無量
gdwm	告貸無門
gdwn	耕當問奴
gdwx	古典文學
gdxv	肝膽相照
gdyj	高蹈遠舉
gdyk	革帶移孔
gdym	功德圓滿
gdyq	供大於求
gdys	肝膽欲碎
gdyx	高等院校
gdyy	古典音樂
gdzj	廣電總局
gdvr	肝膽照人
gebw	高而不危
geby	光而不耀\t辜恩背義
gecu	改惡從善
gedd	感恩戴德
gedy	割恩斷義
gefq	高爾夫球
gegf	孤兒寡婦
gegm	孤兒寡母
gegv	廣而告之\t改而更張
gehd	感恩懷德
gejm	貴耳賤目
gejs	狗惡酒酸
geng	過而能改
geuu	寡二少雙
getb	感恩圖報
gewj	國爾忘家
gews	公而忘私\t公爾忘私\t公耳忘私
gewu	改惡爲善
gexu	改惡向善\t改惡行善
gexy	高遏行雲
geyl	恭而有禮
gfbj	狗吠不驚
gfbl	高分辨率
gfbq	國富兵強
gfiu	革凡成聖
gfdh	寡鳧單鵠
gfdu	革凡登聖
gfdx	國防大學
gffv	狗吠非主
gfgs	股份公司
gfgy	搞風搞雨
gfjj	古肥今瘠\t高風勁節\t高風峻節
gfjw	光復舊物
gfjy	光風霽月
gflj	高風亮節
gflx	桂馥蘭香\t狗肺狼心
gfma	國富民安
gfmf	國富民豐
gfmq	國富民強
gfmz	灌夫罵座
gfpp	梗泛萍飄\t梗泛萍漂
gfqu	恭逢其盛\t躬逢其盛
gfrl	官法如爐
gfug	鬼斧神工
gfsu	甘分隨時
gfxy	颳風下雨
gfyd	高飛遠遁
gfyj	高飛遠舉\t高飛遠集
gfys	革風易俗
gfyv	官復原職
gfyx	高飛遠翔
gfyz	高飛遠走
gfve	顧復之恩
gfvg	幹父之蠱
gfzh	高鳳自穢
gfvj	狗吠之警\t狗吠之驚
gfzu	孤芳自賞
ggaq	公共安全
ggbb	亙古不變
ggbd	高冠博帶
ggbf	各個部分
ggbl	改過不吝
ggbm	亙古不滅
ggbn	格格不納
ggbr	格格不入
ggbu	功高不賞
ggbt	格格不吐
ggcc	乾乾脆脆
ggcs	公共廁所
ggis	公共場所
ggcu	改過從善
ggix	改革創新
ggdd	歸根到底
ggdl	蓋棺定論
ggdx	革故鼎新
ggel	滾滾而來
gggd	鰥寡孤獨\t孤寡鰥獨
gggg	古古怪怪
gggj	亙古亙今
gggq	高高掛起\t掛冠歸去
gggu	功高蓋世
gggs	廣告公司
gggx	公共關係
gghi	滾滾紅塵
gghl	高官厚祿
gghu	故宮禾黍
ggjb	根孤伎薄
ggjd	歸根結底\t歸根結蒂
ggjg	公共機構
ggjj	乾乾淨淨\t貴古賤今
ggjp	各個擊破\t高官極品
ggkd	甘瓜苦蒂
ggkf	改革開放
ggld	刮骨療毒\t蓋棺論定\t躬耕樂道
ggll	光怪陸離
gglq	割骨療親\t割股療親
gglu	滾瓜爛熟
gglx	革故立新
ggly	各個領域
ggmg	刮垢磨光
ggmj	高歌猛進\t公規密諫
ggnn	鼓鼓囊囊
ggph	庚癸頻呼
ggqi	公共汽車
ggqd	刮骨去毒
ggqq	骨骼清奇\t掛冠求去
ggqu	改過遷善
ggqw	亙古奇聞
ggry	冠蓋如雲
ggsd	歌功頌德
ggud	蓋棺事定
ggsl	光桿司令
ggss	鬼鬼祟祟
gguw	公共事務
gguy	公共事業
ggtj	亙古通今\t格古通今
ggtx	功蓋天下
ggvj	過關斬將
ggvv	工工整整\t功高震主
ggwu	公共衛生
ggwy	亙古未有
ggwv	功高望重
ggxh	官官相護
ggxj	高官顯爵
ggxu	高顧遐視
ggxw	冠蓋相望\t亙古新聞
ggxx	高高興興
ggyh	耿耿於懷
ggyq	供過於求
ggyx	耿耿於心
ggyy	狗苟蠅營\t乾乾翼翼\t格高意遠
ggvi	骨鯁之臣
ggzd	高幹子弟
ggvg	袞袞諸公
ggzh	骨鯁在喉
ggvh	庚癸之呼
ggzj	干戈載戢\t高官尊爵
ggvl	股肱之力\t高官重祿
ggvq	攻過箴闕
ggvr	觀過知仁
ggzu	高高在上
ggzx	改過自新\t改過作新
ggvx	割股之心
ggzy	公共資源
ghcl	光輝燦爛
ghiq	過河拆橋
ghcu	過化存神
ghgh	孤鴻寡鵠
ghgl	寡鵠孤鸞
ghhm	篝火狐鳴
ghjm	改換家門
ghjv	躬擐甲冑
ghll	官虎吏狼
ghml	改換門閭
ghmm	改換門楣
ghmu	骨寒毛豎
ghmt	改換門庭
ghqr	苟合取容
ghrx	蠱惑人心
ghup	勾魂攝魄
ghtm	改換頭面
ghxu	龜鶴遐壽
ghxx	恭賀新禧
ghxz	廣寒仙子
ghyg	孤魂野鬼
ghvf	膏火之費
ghvj	膏肓之疾
ghzj	膏火自煎
ghzz	過河卒子
gjbc	感覺不錯
gjbd	感覺不到
gjbg	國將不國
gjbj	感激不盡
gjbq	故舊不棄
gjbv	國家標準
gjib	革奸鏟暴
gjit	幹勁沖天
gjcx	革舊從新
gjiy	故技重演
gjdb	勾肩搭背\t詭譎多變
gjdd	詭計多端
gjdl	國家棟梁
gjdu	國家大事
gjdx	革舊鼎新
gjfi	綱紀廢弛
gjfh	攻疾防患
gjfv	孤軍奮戰
gjgd	詭譎怪誕
gjgh	各家各戶
gjgr	孤家寡人
gjgw	各就各位
gjgx	國際關係
gjhl	高爵厚祿
gjhx	感今懷昔
gjjg	國家機關
gjjm	轂擊肩摩
gjjq	國家機器
gjjr	國際金融
gjkn	攻堅克難
gjlh	感覺良好
gjll	乾淨利落
gjlu	過街老鼠\t葛屨履霜
gjls	乾淨利索
gjly	廣結良緣
gjmu	國計民生
gjmt	國進民退
gjmv	綱舉目張
gjmy	國際貿易\t干將莫邪
gjmz	國家民族
gjpg	根結盤固
gjph	根據盤互\t根據槃互
gjpj	根結盤據
gjpp	梗跡蓬飄
gjpz	梗跡萍蹤
gjqf	高節清風
gjqm	鼓角齊鳴
gjqu	故劍情深
gjqv	各盡其職
gjqw	各就其位\t廣見洽聞
gjrh	甘居人後
gjsb	拱肩縮背
gjuc	高舉深藏
gjug	高居深拱
gjuj	趕盡殺絕
gjsj	管見所及
gjun	鋼筋水泥\t穀賤傷農
gjsn	各盡所能
gjur	孤軍深入
gjuw	國際事務\t寡見少聞
gjsx	感今思昔
gjuy	廣結善緣
gjsz	恭敬桑梓
gjtg	鋼筋鐵骨
gjtl	感激涕零\t感極涕零
gjtq	狗急跳牆
gjts	各具特色
gjtx	革舊圖新
gjtv	鋼澆鐵鑄
gjvj	過江之鯽
gjvm	國際知名\t割襟之盟
gjvw	古今中外
gjvx	國家主席
gjvy	國際主義
gjwb	古井無波
gjwi	貴賤無常
gjwe	貴賤無二
gjwt	國際舞臺
gjwx	革舊維新\t感今惟昔
gjxj	甘井先竭
gjxu	國際形勢
gjyb	更進一步
gjyc	改節易操
gjyd	高舉遠蹈
gjyf	割據一方
gjyg	更進一竿
gjyu	綸巾羽扇\t冠絕一時\t高見遠識
gjyv	剛極易折
gjyy	鉤金輿羽
gjva	感舊之哀
gjzb	國際資本
gjvl	高爵重祿
gjvu	規矩準繩
gjzv	孤軍作戰
gkih	公開場合
gkcl	廣開才路
gkdp	孤苦仃俜
gkdz	高開低走
gkgz	高開高走
gkjh	感慨激昂
gkjr	光可鑑人
gkkj	管窺筐舉
gklc	管窺蠡測
gkld	孤苦伶仃\t孤苦零丁
gklh	鬼哭狼嚎
gkml	廣開門路
gkrs	攻苦茹酸
gkud	攻苦食淡\t攻苦食啖
gkuh	鬼哭神嚎
gkuj	共克時艱\t攻苦食儉
gktu	改口沓舌
gkwd	感慨萬端
gkwq	感慨萬千
gkwy	孤苦無依
gkxv	感慨系之
gkyg	甘苦與共
gkyj	改柯易節
gkyk	功虧一簣
gkyl	廣開言路
gkyy	改柯易葉
glbt	搞了半天
glby	哥倫比亞
glii	顧慮重重
glcu	過路財神
gldg	根牢蒂固
gldu	高樓大廈
gldx	國立大學
gldy	冠履倒易
gldv	冠履倒置
glgg	古里古怪
glgh	孤鸞寡鵠
glgq	改來改去
glgw	孤陋寡聞
glgy	孤立寡與
glhj	告老還家
glhq	羹藜含糗\t羹藜唅糗
glhx	告老還鄉
glhv	改梁換柱
gljg	古靈精怪
gljh	宮鄰金虎
gljx	膏梁錦繡\t膏粱錦繡
gljy	格魯吉亞
gllf	龜龍鱗鳳
gllu	怪力亂神
glmh	更令明號
glnd	格林納達
glnu	膏粱年少
glpj	龜龍片甲
glrj	更闌人靜
glug	高壘深溝
glsj	廣陵散絕
gluj	鬼爛神焦
gltz	鶻崙吞棗
glvy	官僚主義
glwk	膏梁紈袴\t膏粱紈袴
glwv	格林威治\t孤立無助
glwx	歌樓舞榭\t膏粱文繡\t孤履危行
glwy	孤立無援
glxi	寡廉鮮恥
glxd	工力悉敵
glyv	桂林一枝
glvb	根連株拔
glvi	龜冷支牀
glzd	膏粱子弟\t膏樑子弟
glvd	根連株逮
glzj	裹糧坐甲\t告老在家
glvj	孤鸞照鏡
glvx	瓜李之嫌
glzy	剛戾自用
gmbu	綱目不疏
gmbw	過目不忘
gmis	過目成誦
gmcy	幹名採譽
gmiv	革命創制
gmdg	關門打狗
gmdh	高門大戶
gmdj	關門大吉
gmdw	高門大屋
gmdx	高名大姓
gmdy	沽名釣譽
gmdz	關門弟子
gmfg	關門放狗\t功名富貴
gmfn	歸馬放牛
gmfy	幹名犯義
gmfv	革命反正
gmgg	乾沒幹過
gmgm	公買公賣
gmgp	各門各派
gmgx	古貌古心\t革面革心\t更名改姓
gmgy	怪模怪樣
gmhk	甘冒虎口
gmhp	溝滿壕平
gmht	灌迷魂湯
gmhx	改名換姓
gmjj	國民經濟
gmll	光明磊落\t功名利祿
gmlu	革面斂手\t關門落閂
gmmc	詭祕莫測
gmnw	概莫能外
gmqx	革面悛心
gmsh	槁木死灰
gmsj	高錳酸鉀
gmuj	恭默守靜
gmur	國民收入
gmsu	光芒四射
gmus	狗馬聲色
gmuu	躬冒矢石
gmsy	顧名思義
gmuy	觀眉說眼
gmth	冠冕堂皇
gmtj	龜毛兔角
gmtl	公門桃李
gmvd	光明正大\t公明正大
gmvf	國民政府
gmvz	關門捉賊
gmwb	廣袤無邊
gmwv	光芒萬丈
gmwy	廣袤無垠
gmxd	刮目相待
gmxk	刮目相看
gmxq	鬼迷心竅
gmxx	革面洗心
gmxy	規模效益
gmyh	關門養虎
gmyq	哥們義氣
gmyu	高明遠識
gmyx	改名易姓
gndt	國難當頭\t高睨大談
gngj	國內國際
gngn	孤男寡女
gngx	管寧割席
gngy	敢怒敢言
gnhl	隔年皇曆
gnhz	狗拿耗子
gnpu	更難僕數
gnui	國內市場
gntd	肝腦塗地
gnxx	故弄玄虛
gnyd	狗孃養的
gpbq	高攀不起
gpbu	各憑本事
gpbt	狗屁不通
gpdf	瓜剖豆分
gpdh	隔皮斷貨
gpdj	根盤蒂結
gpdl	冠袍帶履
gpdy	割袍斷義
gpdz	狗屁倒竈
gpgy	狗皮膏藥
gphl	公平合理
gpjc	根蟠節錯
gpjv	公平競爭
gpjw	國破家亡
gpjy	公平交易
gpld	甘貧樂道
gpmz	高朋滿座
gpnj	更僕難盡
gpnu	更僕難數
gpnv	更僕難終
gpqy	廣譬曲諭
gpuf	甘貧守分
gpuz	顧盼生姿
gpvy	公平正義
gpws	公平無私
gpxm	乖僻邪謬
gpvq	鼓盆之戚
gpzx	顧盼自雄
gpvv	公平正直
gqbb	攻其不備
gqbj	甘泉必竭
gqbl	顧犬補牢
gqib	過橋抽板
gqdj	顧全大局
gqdu	干卿底事
gqfv	歸全反真
gqhy	高情厚誼
gqjh	光前絕後
gqlx	歸去來兮
gqmv	綱挈目張
gqsi	各取所長
gquw	官輕勢微
gqsx	各取所需
gqsy	公器私用
gqta	苟且偷安
gqtu	苟且偷生
gqty	共青團員
gqvq	關切之情
gqvx	苟且之心
gqwb	攻其無備
gqwd	規求無度
gqxm	苟全性命
gqyd	攻其一點\t改曲易調
gqye	隔牆有耳
gqyh	光前裕後
gqyq	鼓起勇氣
gqyu	感情用事
gqyt	高情逸態
gqyx	高情逸興
gqyy	高情遠意\t高情遠韻
gqyv	高情遠致
gqzf	過期作廢
gqvl	顧曲周郎
grah	個人愛好
grbi	割肉補瘡
grbh	供認不諱
grbj	剛柔並濟
grbw	詬如不聞
grib	個人崇拜
grit	光榮傳統
grff	感人肺腑
grfg	感人肺肝
grjj	工人階級\t貴人賤己
grjs	骨軟筋酥
grjt	固若金湯
grls	骨肉離散
grly	個人利益\t概日凌雲
grqu	功若丘山
grrc	果然如此
grrw	個人認爲
grrz	故入人罪
grsh	割肉飼虎
grty	骨肉團圓
grvy	個人主義
grwh	骨肉未寒
grxc	骨肉相殘
grxg	個人習慣
grxj	剛柔相濟
grxl	骨肉相連
grxp	感人心脾
gryi	高人一籌
gryd	高人一等
gryj	個人意見
grym	改容易貌
gryq	鶻入鴉羣
gryu	高人雅士\t高人逸士
gryx	個人英雄
grvj	寡人之疾
grvq	骨肉至親
grzy	個人自由
gubc	鬼神不測
gubg	根深本固
gubh	過時不候
gubl	光說不練\t格殺不論
guif	改是成非
gucl	更上層樓
gsiw	隔三岔五
gudg	根深蒂固\t根深柢固
gudj	根深蒂結
gudl	瓜熟蒂落
gudn	隔山打牛
gsds	勾三搭四
gudx	工商大學
guex	拱手而降
guff	感深肺腑
gufl	格殺弗論
gsfm	公私分明
gsfv	高速發展
gufw	國事訪問
gugb	公事公辦
gugf	公是公非
gugg	故事梗概
gugh	各說各話
gugq	怪聲怪氣
gsgx	古色古香
gsgy	各色各樣
gugy	各式各樣
guhs	高世駭俗
gujf	古是今非
gsjg	公私兼顧
gujg	冠上加冠
gujj	各抒己見
gsjk	公私交困
gujl	高山峻嶺
gujx	高山景行
gukb	高視闊步
gslb	公私兩便
gslj	公私兩濟
gsll	公私兩利
gulu	高山流水
gulx	冠上履下
gsly	肝髓流野
gumc	高深莫測\t鬼神莫測
gumg	裹屍馬革
gsmy	各色名樣
guqc	過甚其詞
gsqf	改俗遷風
gsqu	各司其事
gsqv	各司其職
gurc	更是如此
guri	骨瘦如柴
gsrd	各色人等
gurj	更深人靜
gurl	高手如林\t歌聲繞梁
gurr	拱手讓人
gury	高手如雲
gsry	高聳入雲\t甘死如飴
guui	鬼使神差
gusj	各抒所見
gsut	功遂身退
gusy	鉤深索隱
gutb	蓋世太保
gutd	關山迢遞
gutm	攻守同盟\t拱手聽命
gstx	國色天香
gutv	根生土長
gstz	國色天姿
gsvy	公司職員
guwj	廣廈萬間
guwl	格殺勿論\t格殺無論
guwu	蓋世無雙\t國士無雙
guwy	歸師勿掩
guxr	拱手相讓
guxy	告朔餼羊\t旰食宵衣
gsyg	公司員工
guyh	工商銀行
guyj	更深夜靜\t高識遠見
guym	根深葉茂
guyx	蓋世英雄
gsyx	槁蘇暍醒
guyv	高山仰止\t高山仰之
guvc	蓋世之才
guvg	隔世之感
guzg	關山阻隔
guzj	工商總局
guvl	旰食之勞
guvm	根深枝茂
gszv	高速增長
guvy	孤身隻影\t鉤深致遠
gtbg	公聽並觀
gtbu	更談不上
gtii	鋼鐵長城
gtdd	感天動地
gtdl	高談大論
gtdm	高頭大馬
gtdu	高堂大廈
gtdv	廣庭大衆
gtfm	故態復萌
gtfu	孤豚腐鼠
gtgn	鬼頭鬼腦
gtgu	高抬貴手
gtgt	溝通溝通
gthd	改天換地\t高天厚地
gthl	高談弘論
gthm	改頭換面\t蓋頭換面
gthr	光天化日
gthw	改頭換尾
gtju	狗頭軍師
gtjz	骨頭架子
gtjv	高頭講章
gtkl	高談闊論
gtlq	綱提領挈
gtlx	瓜田李下\t躬體力行
gtly	共同利益
gtma	國泰民安
gtmj	高抬明鏡
gtnl	故土難離
gtnm	關塔那摩
gtrf	骨騰肉飛
gtrj	竿頭日進
gtru	竿頭日上
gtui	共同市場
gtuk	乾啼溼哭
gtun	狗頭鼠腦
gtsp	龜兔賽跑
gtuq	狗偷鼠竊
gtuu	感同身受
gttu	高臺跳水
gtvi	共同之處
gtwx	歌臺舞榭
gtxb	高談雄辯
gtxl	高談虛論
gtya	甘棠遺愛
gtyb	竿頭一步
gtyl	革圖易慮
gtyx	溝通一下
gtyy	共同語言
gtyv	改途易轍
gtva	甘棠之愛
gtzd	崗頭澤底
gtvh	甘棠之惠
gtvm	廣土衆民
gtvu	竿頭直上
gtvx	過庭之訓
gvbe	剛正不阿\t剛直不阿\t公正不阿
gvbu	廣種薄收
gvdl	國之棟樑
gvdr	剛中帶柔
gvew	高枕而臥
gvfp	歸真返璞\t歸真反璞
gvgm	各找各媽
gvgv	咯吱咯吱\t鉤輈格磔
gvgy	各種各樣
gvih	公衆場合
gvis	公衆場所
gvjj	固執己見\t各執己見\t鉤章棘句
gvkb	管中窺豹
gvmh	根正苗紅
gvnm	孤枕難眠\t孤掌難鳴
gvrc	果真如此
gvrw	公衆人物\t剛中柔外
gvry	甘之如飴\t觀者如雲
gvsw	箇中三味
gvus	骨質疏鬆
gvvd	規章制度
gvvq	國之重器
gvvu	股掌之上
gvws	公正無私
gvwy	高枕無憂\t高枕勿憂
gvyc	各執一詞
gvyv	孤注一擲\t高瞻遠矚\t高掌遠蹠\t公之於衆\t高掌遠蹠
gvyx	關注一下
gvyy	各種原因
gvzw	箇中滋味
gwbh	梗頑不化
gwbk	攻無不克
gwbq	攻無不取\t觀望不前
gwii	共爲脣齒
gwci	隔屋攛椽
gwdc	高文典冊\t高文大冊\t高文典策
gwdj	孤文斷句
gwdu	高臥東山
gwdx	狗尾貂續
gwej	國無二君
gwgz	敢爲敢做
gwhl	高位厚祿
gwjl	古往今來\t高屋建瓴
gwjy	古爲今用
gwli	共挽鹿車
gwmj	拐彎抹角
gwnj	龜文鳥跡
gwnr	國無寧日
gwpp	鍋碗瓢盆
gwql	格物窮理
gwqv	各爲其主
gwrq	高危人羣
gwrv	廣爲人知
gwrx	鼓舞人心
gwui	國外市場
gwuj	寡聞少見
gwup	歌舞昇平
gwuq	鼓舞士氣
gwtv	姑妄聽之
gwvv	格物致知
gwvx	購物中心
gwxd	狗尾續貂
gwxl	改往修來
gwxu	廣文先生
gwyr	故我依然
gwyu	過爲已甚
gwyv	姑妄言之
gwvy	孤文只義
gxbj	過隙白駒\t革新變舊
gxbr	幹霄蔽日
gxij	關西出將
gxcu	改行從善
gxdj	勾心鬥角\t鉤心鬥角
gxdm	高姓大名
gxdy	孤形吊影
gxek	攻心扼吭
gxfc	恭喜發財
gxfj	孤懸浮寄
gxfq	關係匪淺
gxfz	割席分坐
gxfv	革邪反正
gxgd	公修公德
gxgm	改姓更名
gxgv	改邪歸正\t改弦更張\t更弦改轍
gxgw	更姓改物
gxgx	恭喜恭喜\t狗心狗行
gxhd	更新換代
gxhg	槁項黃馘
gxhx	槁形灰心
gxjb	規行矩步
gxjc	工薪階層
gxjj	孤行己見\t躬行節儉
gxju	高新技術
gxjy	孤行己意
gxkj	孤懸客寄
gxlg	槁項黧馘
gxll	光鮮亮麗
gxlp	高下立判
gxls	公序良俗
gxlt	狗血淋頭
gxly	幹霄凌雲
gxmi	槁項沒齒
gxmm	甘心瞑目\t關心民瘼
gxmq	關係密切
gxny	隔靴撓癢
gxpt	狗血噴頭
gxpy	隔靴爬癢
gxqj	姑息遷就\t高懸秦鏡
gxqp	詭銜竊轡\t割須棄袍
gxqu	各行其是\t改行遷善\t高下其手
gxqy	甘心情願\t甘心情原
gxqv	各行其志
gxrj	歸心如箭\t甘心如薺
gxrl	肝心若裂
gxru	感性認識
gxrx	高下任心
gxsi	貫朽粟陳
gxsf	貫朽粟腐
gxsg	攻瑕索垢
gxsj	歸心似箭
gxuj	甘心首疾\t躬行實踐
gxut	各顯神通
gxsx	觀釁伺隙
gxsy	隔靴搔癢
gxuz	躬先士卒
gxtd	肝心塗地
gxtf	恭行天罰\t龔行天罰
gxty	鉤玄提要
gxvb	各項指標
gxvn	古稀之年
gxvz	廣西壯族
gxwu	攻心爲上\t改行爲善
gxxv	廣夏細旃
gxyd	改弦易調\t改姓易代
gxyj	姑息養奸
gxyl	高薪養廉
gxym	功行圓滿
gxyv	改弦易轍\t改弦易張\t更弦易轍
gxyx	革心易行
gxyy	高翔遠引\t孤行一意
gxzk	高下在口
gxzl	關心則亂
gxzu	高下在手
gxvu	攻瑕指失
gxzx	高下在心\t改行自新
gxvx	孤學墜緒
gxvy	隔靴抓癢
gybg	龜厭不告
gybj	過猶不及
gybq	過意不去
gybr	乾雲蔽日
gybu	弓影杯蛇
gyby	高義薄雲
gyci	苟延殘喘
gyil	格於成例
gycv	各有側重
gydd	高牙大纛
gydh	公用電話
gydl	告一段落
gydx	工業大學\t敢勇當先
gyfb	弓影浮杯
gyfh	隔音符號
gyfj	貫頤奮戟
gyfm	皈依佛門
gyfy	高原反應
gygb	改玉改步
gygd	各有各的
gygf	國有國法
gygh	各有各好
gygm	工業革命
gygx	改玉改行
gygy	膏腴貴遊
gyhd	龜玉毀櫝
gyhl	甘言厚禮
gyht	官運亨通
gyjb	貴陰賤璧
gyjf	規圓矩方
gyjj	貴遠賤近
gyjl	鬼蜮伎倆
gyjt	高陽酒徒
gykr	狗眼看人
gylb	各有利弊
gylw	掛一漏萬
gyme	功一美二
gymm	光耀門楣
gymn	剛毅木訥
gymy	甘言美語
gynz	顧影弄姿
gypc	根牙盤錯\t根牙磐錯
gyps	觀音菩薩
gyqq	各有千秋
gyqx	瑰意琦行
gyqy	國有企業
gyrr	光陰荏苒
gysa	各有所愛
gysi	各有所長\t甘雨隨車
gysd	各有所短
gysh	各有所好
gysj	光陰似箭
gyur	姑射神人
gyuy	寡言少語\t耕耘樹藝
gyuv	更有甚者
gysv	各有所職
gyty	鉤元提要
gyvd	膏腴之地
gyvr	光豔照人
gywm	工業文明
gywu	感遇忘身
gywv	官樣文章\t光焰萬丈
gywy	歌鶯舞燕
gyxj	工於心計
gyxp	掛印懸牌
gyyh	孤雲野鶴
gyys	固有一死
gyyv	歌以詠志\t改轅易轍
gyyy	過眼雲煙\t過眼煙雲
gyvc	貫魚之次
gyzd	膏腴子弟
gyvh	拱揖指揮
gyzl	顧影自憐
gyzx	果於自信
gvaq	高枕安寢
gvaw	高枕安臥
gzbg	工作報告
gvbg	共枝別幹
gzbq	裹足不前
gvbr	狗彘不若
gzbu	高自標樹
gzby	高自標譽
gzbv	高自標置
gzif	瓜字初分
gvdj	弓折刀盡\t孤舟獨槳
gzdw	工作單位
gzdz	高足弟子
gvel	股戰而慄
gzfb	躬自菲薄
gvfl	根株附麗
gvfn	甘旨肥濃
gvgi	國之干城
gzgd	敢作敢當
gzge	公子哥兒
gzgg	個子高高
gzgj	鼓足幹勁
gzgu	故作高深
gzgw	敢作敢爲
gzhj	工作環境
gzjh	工作計劃
gvjl	貴壯賤老
gvjp	根株結盤
gvjy	鉤爪鋸牙
gvlj	公正廉潔
gvlm	公正廉明
gvmq	箇中妙趣
gznl	工作能力
gzpx	桂子飄香
gvql	根株牽連
gvrd	觀者如堵
gvrj	甘之如薺
gzrm	各族人民
gvru	狗仗人勢
gvrs	甘之若素
gzry	工作人員
gzuj	工作時間
gzuq	鼓足士氣
gvuq	歸正守丘
gvux	官止神行
gztd	工作態度
gvtg	公忠體國
gvth	公諸同好
gztj	工作條件
gzvd	故作鎮定\t攻子之盾
gzvy	工作之餘
gzws	公子王孫
gzwv	各自爲政\t高自位置\t各自爲戰
gvxu	高齋學士
gzxx	鼓足信心
gzxy	工作需要
gvyd	改張易調
gvyf	改政移風
gzyq	鼓足勇氣
gvyt	改轍易途
gzyz	光宗耀祖
gzzf	工作作風
gzzj	工作總結
gvvj	縞紵之交
gzzt	故作姿態
gvvx	改柱張弦
gzvx	膏澤脂香
hajr	和藹近人
hakq	和藹可親
hali	鴻案鹿車
haxv	鴻案相莊
hbbd	後不巴店
hbbf	後半部分
hbby	海不波溢
hbbz	後半輩子
hbij	畫餅充飢
hbil	虎豹豺狼\t禍必重來
hbiq	花不出去
hbiy	毫不遲疑
hbdb	貨不對板
hbdi	悔不當初\t緩步代車\t何必當初
hbdd	黑白顛倒
hbdf	含苞待放
hbdu	話不多說
hbdx	禍不單行
hbdy	毫不動搖
hbex	狐不二雄
hbfj	毫不費勁
hbfl	毫不費力
hbfm	黑白分明
hbft	魂不附體
hbfx	還本付息
hbgi	汗不敢出
hbgf	含哺鼓腹
hbgr	互不干擾
hbhb	好吧好吧
hbhj	河奔海聚
hbhu	會不會是
hbhx	黑白混淆
hbhy	毫不諱言
hbjj	緩不濟急
hbjx	呼不給吸
hbjy	毫不介意
hbkq	很不客氣
hbkv	毫不誇張
hblc	互不理睬
hblh	毫不理會
hblj	毫不利己
hbln	哈博羅內
hblq	黑不溜秋
hblt	活蹦亂跳\t歡蹦亂跳
hblx	虎步龍行
hblz	合不攏嘴\t鴻筆麗藻
hblv	虎變龍蒸
hbmb	懷寶迷邦
hbql	回不去了
hbqy	毫不起眼
hbqz	懷璧其罪
hbrb	含冰茹檗
hbru	還不如說
hbry	好不容易
hbuc	狐奔鼠竄
hbue	虎不食兒
hbsj	貨比三家
hbur	毫不示弱
hbuu	魂不守舍
hbsv	和璧隋珠
hbtj	話不投機
hbtn	海北天南
hbvd	還不知道
hbvj	緩兵之計
hbvu	虎賁之師
hbvy	還不至於
hbwh	河伯爲患
hbwn	旱魃爲虐
hbws	悍不畏死
hbwt	呵壁問天
hbxg	毫不相干
hbxq	互不相欠
hbxr	互不相容
hbxs	毫不遜色
hbxu	紅白喜事
hbxw	花邊新聞
hbxx	狠不下心
hbxy	虎背熊腰
hbxv	禍不旋踵
hbyb	海不揚波
hbyd	還不一定
hbyf	含苞欲放
hbyu	毫不掩飾
hbyx	互不影響
hbyy	毫不猶豫
hbyv	鶴背揚州
hbzl	慌不擇路
hbzy	還不足以\t華不再揚
hcbb	厚此薄彼
hibj	揮斥八極\t閎侈不經
hibu	何嘗不是
hcby	懷才不遇
hicy	何出此言
hciv	鴻毳沉舟
hidf	含齒戴髮
hcdl	宏才大略\t宏材大略
hidq	迴腸蕩氣
hids	混喫等死
hiem	皓齒蛾眉
hifd	鶴長鳧短
hifp	還淳返樸
hifq	揮斥方遒
hihi	呼哧呼哧
hihd	或長或短
hihh	好喫好喝
hihl	鴻儔鶴侶
hijb	汗出浹背
hijn	寒蟬僵鳥
hijq	鶴處雞羣
hijv	迴腸九轉
hcki	禍從口出
hikd	寒窗苦讀
hilc	紅愁綠慘
hill	酣暢淋漓
hclu	花叢老手
hilx	虎超龍驤
hilz	好喫懶做
himm	皓齒明眸
himu	回春妙手
himx	懷揣夢想
hinb	潢池弄兵
hiqb	汗出洽背
hiqd	喉長氣短
hiql	豁出去了
hiqq	寒蟬悽切
hirj	汗出如漿
hisi	喙長三尺
hish	韓潮蘇海
hiuj	很長時間
hcum	花草樹木
hcur	獲此殊榮
