he	他\t氦
einstein	愛因斯坦
einsteinian	愛因斯坦的
einsteinium	鎄
eire	愛爾蘭
eirenicon	和解提議
eisenhower	艾森豪威爾
eisner	艾斯納
eisteddfod	威爾士詩歌音樂節
either	任一
ejaculate	射精
ejaculated	射精了
ejaculates	射精
ejaculating	射精中
ejaculation	射精
ejaculations	射精
ejaculator	射精器
ejaculatory	射精的
eject	彈出
ejectable	可彈出的
ejected	彈出了
ejecting	彈出中
ejection	彈出
ejective	彈出的
ejectment	驅逐
ejector	彈射器
ejects	彈出
eka	艾卡
ekberg	艾克伯格
eke	勉強維持
eked	勉強維持了
ekes	勉強維持
ekstrom	埃克斯特倫
ektachrome	埃克塔克羅姆
elaborate	精心製作
elaborated	精心製作的
elaborately	精心地
elaborateness	精心
elaborates	精心製作
elaborating	精心製作
elaboration	精心製作
elaborations	精心製作
elaborative	精心製作的
elaborators	精心製作者
elaeometer	油比重計
elaine	伊萊恩
eland	大羚羊
elapse	流逝
elapsed	已流逝
elapses	流逝
elapsing	流逝
elastic	有彈性的
elastically	有彈性地
elasticity	彈性
elasticsearch	彈性搜索
elastin	彈性蛋白
elate	使興奮
elated	興奮的
elater	彈絲
elation	興奮
elavation	提升
elba	厄爾巴
elbow	肘
elbowchair	扶手椅
elbowing	肘擊
elbows	肘部
eldder	長者
elder	年長者
elderberry	接骨木
elderly	年老的
elders	長老
eldest	最年長的
eldon	埃爾登
eldritch	怪異的
eleanor	埃莉諾
eleazar	以利亞撒
elec	電氣
elect	選舉
electable	可當選的
elected	當選的
electing	選舉
election	選舉
electioneer	競選
elections	選舉
elective	選修的
electives	選修課
elector	選民
electoral	選舉的
electorate	選民
electors	選舉人
electra	厄勒克特拉
electress	女選侯
electric	電的
electrical	電的
electrically	電地
electricalness	電性
electrician	電工
electricity	電
electrics	電器
electrification	電氣化
electrify	通電
electrifying	通電的
electro	電
electroacoustic	電聲的
electrobiology	電生物學
electrocardiogram	心電圖
electrocardiograph	心電圖儀
electrochemical	電化學的
electrocoagulation	電凝
electrocute	電死
electrocuted	被電死的
electrocutes	電死
electrocuting	電死
electrocution	電刑
electrocutions	電刑
electrode	電極
electrodes	電極
electrodynamic	電動的
electrodynamics	電動力學
electroencephalogram	腦電圖
electroencephalograph	腦電圖儀
electroencephalography	腦電圖
electrogram	電描記圖
electrolier	電燈架
electroluminescence	電致發光
electroluminescent	電致發光的
electrolysis	電解
electrolyte	電解質
electrolytes	電解質
electrolytic	電解的
electrolyze	電解
electromagnet	電磁鐵
electromagnetic	電磁的
electromagnetism	電磁學
electromechanical	機電的
electromotive	電動勢的
electron	電子
electronarcosis	電麻醉
electronic	電子的
electronica	電子音樂
electronically	電子地
electronics	電子學
electrons	電子
electropad	電墊
electrophoresis	電泳
electrophorus	起電盤
electropioscopy	電光鏡
electroplate	電鍍
electropositive	正電的
electroscope	驗電器
electroshock	電休克
electrostatic	靜電
electrostatics	靜電學
electrostriction	電致伸縮
electrotherapeutics	電療學
electrotherapy	電療法
electrothermics	電熱學
electrotype	電鑄版
electrum	金銀合金
elects	選舉
electuary	藥糖
eleemosynary	慈善的
elegance	優雅
elegant	優雅的
elegantly	優雅地
elegiac	哀歌的
elegise	作哀歌
elegist	哀歌作者
elegize	作哀歌
elegy	哀歌
elem	元素
element	元素
elemental	基本的
elementals	元素
elementary	初級的
element plus	element plus
elements	元素
elena	埃琳娜
elephant	大象
elephantiasis	象皮病
elephantine	巨大的
elephants	大象
eletricity	電力
elevate	提升
elevated	升高的
elevates	提升
elevation	海拔
elevator	電梯
elevators	電梯
eleven	十一
elevens	十一
eleventh	第十一
elevon	升降副翼
elf	精靈
elfin	精靈般的
elfish	精靈似的
elflock	精靈發
elgin	埃爾金
eli	伊萊
elicit	引出
elicitation	引出
elicited	引出的
eliciting	引出
elicits	引出
elide	省略
eligibility	資格
eligible	合格的
eligibly	合格地
elijah	以利亞
eliminable	可消除的
eliminate	消除
eliminated	消除
eliminates	消除
eliminating	消除
elimination	消除
eliminations	消除
eliminator	消除器
eliminators	消除器
eliminatro	消除器
elinor	埃莉諾
eliot	艾略特
elisabeth	伊麗莎白
elisha	以利沙
elision	省略
elite	精英
elitism	精英主義
elitist	精英主義者
elixir	靈藥
eliza	伊麗莎
elizabeth	伊麗莎白
elizabethan	伊麗莎白時代的
elizabethanize	使伊麗莎白時代化
elizabethanizes	使伊麗莎白時代化
elizabethans	伊麗莎白時代的人
elk	麋鹿
elkhart	埃爾克哈特
elkhound	挪威獵麋犬
elks	麋鹿
ell	厄爾
ella	埃拉
ellen	艾倫
ellie	艾莉
elliot	艾略特
elliott	埃利奧特
ellipse	橢圓
ellipses	省略號
ellipsis	省略
ellipsoid	橢球
ellipsoidal	橢球狀
ellipsoids	橢球體
elliptic	橢圓形的
elliptical	橢圓的
elliptically	橢圓地
ellis	埃利斯
ellison	埃裏森
ellsworth	埃爾斯沃思
ellwood	埃爾伍德
elm	榆樹
elmer	埃爾默
elmhurst	埃爾姆赫斯特
elmira	埃爾邁拉
elms	榆樹
elmsford	埃爾姆斯福德
elocution	演講術
elocutionist	演說家
elohim	埃洛希姆
eloise	埃洛伊絲
elon	埃隆
elongate	拉長
elongation	伸長
elope	私奔
elopement	私奔
eloquence	雄辯
eloquent	雄辯的
eloquently	雄辯地
elroy	埃爾羅伊
else	其他
elsevier	愛思唯爾
elsewhere	別處
elsie	埃爾西
elsinore	埃爾西諾
elton	埃爾頓
elucidate	闡明
elucidated	闡明的
elucidates	闡明
elucidating	闡明中
elucidation	闡明
elucidator	闡明者
elude	逃避
eluded	逃避的
eludes	逃避
eluding	逃避中
elusion	逃避
elusive	難以捉摸的
elusively	難以捉摸地
elusiveness	難以捉摸
elusory	虛幻的
eluvium	殘積層
elvan	埃爾文的
elves	精靈
elvis	埃爾維斯
elvish	精靈的
ely	伊利
elysee	愛麗舍
elysees	愛麗舍
elysian	極樂的
elysium	極樂世界
em	全角
emaciate	消瘦
emaciated	消瘦的
emaciation	消瘦
emacs	編輯器
email	郵件
emailed	已發送
emails	郵件
emanate	散發
emanating	散發中
emanation	散發
emanative	散發的
emancipate	解放
emancipation	解放
emancipator	解放者
emanuel	伊曼紐爾
emasculate	閹割
emasculated	閹割的
emasculation	閹割
embalm	防腐
embank	築堤
embankment	堤岸
embargo	禁運
embargoes	禁運
embark	開始
embarkation	登船
embarked	已開始
embarks	開始
embarrass	使尷尬
embarrassed	尷尬的
embarrasses	使尷尬
embarrassing	令人尷尬的
embarrassment	尷尬
embassies	大使館
embassy	大使館
embattle	佈陣
embay	使入灣
embed	嵌入
embedded	嵌入的
embedding	嵌入
embedment	嵌入
embeds	嵌入
embellish	裝飾
embellished	裝飾的
embellishes	裝飾
embellishing	裝飾
embellishment	裝飾
embellishments	裝飾品
ember	餘燼
ember.js	ember.js
embers	餘燼
embezzle	盜用
embezzlement	盜用
embezzler	盜用者
embitter	激怒
emblazon	裝飾
emblem	象徵
emblematical	象徵的
emblement	莊稼
embodied	體現的
embodies	體現
embodiment	體現
embodiments	體現
embody	體現
embodying	體現
embog	陷入
embolden	鼓勵
embolism	栓塞
embolus	栓子
embosom	懷抱
emboss	浮雕
embossing	壓花
embossment	浮雕
embrace	擁抱
embraced	擁抱的
embracery	賄賂陪審團
embraces	擁抱
embracing	擁抱
embrasure	射擊孔
embrocate	塗擦
embrocation	擦劑
embroider	刺繡
embroidered	刺繡的
embroideries	刺繡品
embroiders	刺繡
embroidery	刺繡
embroil	捲入
embryo	胚胎
embryologist	胚胎學家
embryology	胚胎學
embryonic	胚胎的
embryos	胚胎
embus	上車
emby	胚胎
emcee	主持人
emend	修訂
emendable	可修訂的
emendation	修訂
emendatory	修訂的
emerald	翡翠
emeralds	翡翠
emerge	出現
emerged	出現的
emergence	出現
emergencies	緊急情況
emergency	緊急情況
emergent	緊急的
emerges	出現
emerging	新興的
emeritus	名譽退休
emersion	浮現
emerson	愛默生
emery	金剛砂
emetic	催吐劑
emi	艾米
emigrant	移民
emigrants	移民
emigrate	移居
emigrated	移居了
emigrates	移居
emigrating	移居中
emigration	移居
emil	埃米爾
emile	埃米爾
emilio	埃米利奧
emily	艾米麗
eminem	埃米納姆
eminence	顯赫
eminent	傑出的
eminently	非常
emir	埃米爾
emirates	酋長國
emissary	使者
emission	排放
emissions	排放
emissive	發射的
emissivity	發射率
emit	發出
emits	發出
emittance	發射度
emitted	發出了
emitter	發射器
emitting	發出中
emma	艾瑪
emmanuel	伊曼紐爾
emmet	螞蟻
emmett	埃米特
emmy	艾美獎
emo	情緒搖滾
emoji	表情符號
emollient	潤膚劑
emolument	薪酬
emory	埃默裏
emote	表情表演
emoticons	表情圖標
emotion	情感
emotional	情感的
emotional damage	情感傷害
emotionalism	感情主義
emotionalist	感情主義者
emotionality	情感性
emotionally	情感上
emotionless	無情的
emotions	情緒
emotive	感人的
emp	電磁脈衝
empanel	選任陪審員
empathetic	有同理心的
empathic	移情的
empathy	同理心
empennage	尾翼
emperor	皇帝
emperors	皇帝
emphases	重點
emphasis	強調
emphasise	強調
emphasising	強調
emphasize	強調
emphasized	強調
emphasizes	強調
emphasizing	強調
emphatic	強調的
emphatically	強調地
emphysema	肺氣腫
empire	帝國
empires	帝國
empiric	經驗的
empirical	經驗的
empirically	經驗地
empiricism	經驗主義
empiricist	經驗主義者
empiricists	經驗主義者
emplacement	安置
emplane	登機
employ	僱傭
employability	就業能力
employable	可僱傭的
employed	受僱的
employee	僱員
employees	僱員
employer	僱主
employers	僱主
employing	僱傭
employment	就業
employments	就業
employs	僱用
empoison	毒害
emporium	商場
empower	授權
empowered	被授權的
empowering	賦權的
empowerment	賦權
empowers	授權
empress	女皇
emptied	清空
emptier	更空的
empties	清空
emptiest	最空的
emptily	空洞地
emptiness	空虛
empty	空的
emptying	清空
empurple	使變紫
empyreal	天空的
empyrean	最高天
ems	單位
ems	急救
express mail service	特快專遞
emu	鴯鶓
emulate	模仿
emulated	模仿的
emulates	模仿
emulating	模仿
emulation	仿真
emulations	仿真
emulative	仿真的
emulator	仿真器
emulators	仿真器
emule	電驢
emulous	好勝的
emulsification	乳化
emulsify	乳化
emulsion	乳劑
emulsive	乳化的
en	在
enable	啓用
enabled	已啓用
enabler	促成者
enablers	促成者
enables	啓用
enabling	啓用
enact	頒佈
enacted	已頒佈
enacting	頒佈
enactment	頒佈
enacts	頒佈
enamel	琺琅
enameled	上釉的
enameling	上釉
enamelled	上釉的
enamels	琺琅
enamelware	搪瓷器
enamor	迷住
enamour	迷住
enantiomorph	對映體
enarthrosis	球窩關節
encage	關入籠中
encamp	紮營
encamped	已紮營
encamping	紮營中
encampment	營地
encamps	紮營
encapsulate	封裝
encapsulated	已封裝
encapsulates	封裝
encapsulating	封裝中
encapsulation	封裝
encarta	微軟百科全書
encase	裝入箱內
encased	已裝入箱內
encash	兌現
encephalitis	腦炎
encephalogram	腦電圖
encephalograph	腦電圖儀
encephalography	腦電圖術
encephalon	腦
enchain	束縛
enchant	使着迷
enchanted	着迷的
enchanter	魔法師
enchanting	迷人的
enchantment	魔法
enchantress	女魔法師
enchants	使着迷
enchilada	墨西哥捲餅
encina	橡樹
encipher	加密
enciphered	已加密
enciphering	加密中
enciphers	加密
encipter	加密器
encircle	包圍
encircled	被包圍
encirclement	包圍圈
encircles	包圍
enclasp	緊握
enclave	飛地
enclose	圍住
enclosed	被圍住
encloses	圍住
enclosing	圍住中
enclosure	圍欄
enclosures	圍欄
encode	編碼
encoded	已編碼
encoder	編碼器
encoders	編碼器
encodes	編碼
encoding	編碼中
encodings	編碼
encomiast	頌揚者
encomiastic	頌揚的
encomium	頌詞
encompass	包含
encompassed	包含
encompasses	包含
encompassing	包含
encore	返場
encounter	遭遇
encountered	遭遇
encountering	遭遇
encounters	遭遇
encourage	鼓勵
encouraged	鼓勵
encouragement	鼓勵
encouragements	鼓勵
encourages	鼓勵
encouraging	鼓勵
encouragingly	鼓勵地
encrimson	染紅
encroach	侵佔
encroachment	侵佔
encrust	結殼
encrypt	加密
encrypted	加密
encrypting	加密
encryption	加密
encryptions	加密
encrypts	加密
encumber	妨礙
encumbered	妨礙
encumbering	妨礙
encumbers	妨礙
encumbrance	妨礙
encyclopaedia	百科全書
encyclopaedism	百科全書主義
encyclopedia	百科全書
encyclopedias	百科全書
encyclopedic	百科的
encyclopedism	百科全書主義
encyst	包裹
end	結束
endanger	危及
endangered	瀕危的
endangering	危及
endangers	危及
endear	使受喜愛
endeared	受喜愛的
endearing	可愛的
endearment	愛慕
endears	使受喜愛
endeavor	努力
endeavored	努力過
endeavoring	努力中
endeavors	努力
endeavour	努力
ended	已結束
endemic	地方性的
ender	終結者
enders	終結者
endgame	終局
endicott	恩迪科特
endif	結束如果
ending	結局
endings	結局
endive	菊苣
endless	無盡
endlessly	不停地
endlessness	無窮
endlong	縱向
endmost	最末
endnote	尾註
endnotes	尾註
endocrine	內分泌
endocrinology	內分泌學
endoderm	內胚層
endogamy	內婚
endogen	內生植物
endogenous	內生的
endolymph	內淋巴
endomorph	內胚層型
endomorphic	內胚層型的
endoparasite	內寄生蟲
endoplasm	內質
endorse	背書
endorsed	已背書
endorsee	被背書人
endorsement	背書
endorser	背書人
endorses	背書
endorsing	背書中
endoscope	內窺鏡
endoskeleton	內骨骼
endothelium	內皮
endotherms	恆溫動物
endow	賦予
endowed	賦予的
endowing	賦予
endowment	捐贈
endowments	捐贈
endows	賦予
endpaper	襯頁
endpoint	終點
ends	末端
endue	授予
endurable	可忍受的
endurably	可忍受地
endurance	耐力
endure	忍受
endured	忍受了
endures	忍受
enduring	持久的
enduringly	持久地
endways	末端朝前
endymion	恩底彌翁
enema	灌腸
enemas	灌腸
enemies	敵人
enemy	敵人
energetic	精力充沛的
energetically	精力充沛地
energetics	能量學
energies	能量
energise	激發
energism	能量主義
energize	激勵
energy	能量
enervate	削弱
enervation	衰弱
enface	印於正面
enfeeble	使衰弱
enfeoff	封地
enfetter	束縛
enfield	恩菲爾德
enfold	包裹
enforce	執行
enforceable	可執行的
enforced	強制的
enforcement	強制執行
enforcer	執行者
enforcers	執行者
enforces	執行
enforcing	執行中
enframe	裝框
enfranchise	給予選舉權
eng	英
engadget	癮科技
engage	參與
engaged	已訂婚
engagement	訂婚
engagements	約定
engages	參與
engaging	迷人的
engagingly	迷人地
engel	恩格爾
engels	恩格斯
engender	引發
engendered	引發
engendering	引發
engenders	引發
engine	引擎
engineer	工程師
engineered	設計
engineering	工程
engineers	工程師
engineman	機工
enginery	機械
engines	引擎
engird	環繞
england	英格蘭
englander	英格蘭人
englanders	英格蘭人
engle	恩格爾
englewood	恩格爾伍德
english	英語
english	英語
englishize	英語化
englishizes	英語化
englishman	英國人
englishmen	英國人
englishness	英國性
englishwoman	英國女人
engorge	吞食
engraft	嫁接
engrail	刻邊
engram	記憶痕跡
engrave	雕刻
engraved	雕刻的
engraver	雕刻師
engraves	雕刻
engraving	雕刻
engravings	雕刻品
engross	全神貫注
engrossed	全神貫注的
engrossing	引人入勝的
engulf	吞沒
enhance	增強
enhanced	增強的
enhancement	增強
enhancements	增強措施
enhances	增強
enhancing	增強的
enid	伊妮德
enigma	謎
enigmatic	神祕的
enigmatical	神祕的
enisle	使成島
enjoin	命令
enjoined	命令的
enjoining	命令
enjoins	命令
enjoy	享受
enjoyable	愉快的
enjoyably	愉快地
enjoyed	喜歡
enjoying	喜歡
enjoyment	樂趣
enjoys	喜歡
enkindle	點燃
enlace	纏繞
enlarge	擴大
enlarged	擴大的
enlargement	擴大
enlargements	擴大
enlarger	放大器
enlargers	放大器
enlarges	擴大
enlarging	擴大
enlighten	啓發
enlightened	開明的
enlightening	啓發的
enlightenment	覺悟
enlist	招募
enlisted	入伍的
enlistment	入伍
enlists	招募
enliven	活躍
enlivened	活躍的
enlivening	活躍
enlivens	活躍
enmesh	纏住
enmeshed	纏住的
enmities	敵意
enmity	敵意
ennead	九人團
enneagon	九邊形
ennoble	使高貴
ennobled	高貴的
ennobles	使高貴
ennobling	使高貴
ennui	倦怠
enoch	以諾
enormities	暴行
enormity	巨大
enormous	巨大的
enormously	極大地
enos	以挪士
enough	足夠
enounce	宣告
enplane	登機
enqueue	排隊
enqueued	已排隊
enqueues	排隊
enquire	詢問
enquired	已詢問
enquirer	詢問者
enquires	詢問
enquiries	詢問
enquiry	詢問
enrage	激怒
enraged	憤怒的
enrages	激怒
enraging	激怒
enrapt	着迷
enrapture	迷住
enregiment	編入
enregister	登記
enrich	豐富
enriched	豐富的
enriches	豐富
enriching	豐富
enrichment	豐富
enrico	恩里科
enrobe	包裹
enrol	登記
enroll	登記
enrolled	已登記
enrolling	登記
enrollment	登記
enrollments	登記
enrolls	登記
enrolment	登記
enron	安然
ensanguine	血染
ensanguined	血染
ensconce	安置
ensemble	合奏
ensembles	合奏
enshrine	珍藏
enshroud	籠罩
ensign	旗
ensigns	旗
ensile	青貯
ensky	高舉
enslave	奴役
enslaved	奴役
enslaver	奴役者
enslaves	奴役
enslaving	奴役
ensnare	誘捕
ensnared	誘捕
ensnares	誘捕
ensnaring	誘捕
ensnarl	纏住
ensolite	恩索萊特
ensoul	賦予靈魂
ensphere	包圍
ensue	接着發生
ensued	接着發生
ensues	接着發生
ensuing	接着發生
ensure	確保
ensured	確保
ensurer	確保者
ensurers	確保者
ensures	確保
ensuring	確保
entaglement	糾纏
entail	需要
entailed	需要
entailing	需要
entails	需要
entangle	纏住
entanglement	糾纏
entellus	葉猴
entente	協約
enter	進入
entered	進入
enteric	腸的
entering	進入
enteritis	腸炎
enterprise	企業
enterprises	企業
enterprising	進取的
enters	進入
entertain	娛樂
entertained	娛樂
entertainer	藝人
entertainers	藝人
entertaining	娛樂的
entertainingly	有趣地
entertainment	娛樂
entertainments	娛樂
entertains	娛樂
enthral	迷住
enthrall	迷住
enthralling	迷人的
enthrone	登基
enthronement	登基
enthuse	使熱心
enthusiasm	熱情
enthusiasms	熱情
enthusiast	愛好者
enthusiastic	熱情的
enthusiastically	熱情地
enthusiasts	愛好者
enthymeme	省略三段論
entice	引誘
enticed	被引誘的
enticement	誘惑
enticer	引誘者
enticers	引誘者
entices	引誘
enticing	誘人的
entire	整個
